Season,Hero,Role,Assists,Critical Hit Kills,Critical Hits,Damage Done,Deaths,Defensive Assists,Eliminations,Final Blows,Games Played,Games Won,Healing Done,Hero Damage Done,Hero Wins,Kill Streak - Best,Obj Contest Time,Objective Kills,Objective Time,Offensive Assists,Self Healing,Solo Kills,Time Played,Time Spent on Fire
Season 15,Lifeweaver,Support,11,0,58,2869,11,45,14,3,2,1,30384,2551,1,4,130,9,375,0,2487,0,1483,171
Season 15,Lúcio,Support,13,0,15,6202,5,19,21,8,2,2,10727,4166,2,8,60,9,101,11,2209,0,796,130
Season 15,Mei,Damage,140,0,0,322514,59,0,218,78,9,4,11828,92121,4,10,466,98,1151,90,11828,4,6366,1276
Season 15,Mercy,Support,3,0,8,830,14,21,3,0,2,0,14951,750,0,2,12,0,117,7,1224,0,1129,89
Season 15,Moira,Support,88,0,0,37481,34,120,124,36,6,3,61568,34991,3,13,352,53,519,0,9638,5,3622,615
Season 15,Pharah,Damage,65,0,0,82492,46,0,144,78,6,4,0,67189,4,11,101,26,444,0,0,20,4207,703
Season 15,Ramattra,Tank,101,6,1261,129113,45,0,180,79,6,3,2815,107880,3,17,493,66,1078,27,0,7,4767,1176
Season 15,Reaper,Damage,32,7,548,30166,15,0,54,22,3,1,4706,22642,1,11,79,15,132,0,4706,5,1720,305
Season 15,Reinhardt,Tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Season 15,Roadhog,Tank,1,0,27,3682,2,0,2,1,0,0,2535,2891,0,2,46,1,46,1,2535,0,215,27
Season 15,Sigma,Tank,42,0,0,73206,25,0,87,45,4,2,0,58517,2,14,188,30,444,12,0,2,2998,665
Season 15,Sojourn,Damage,539,55,3779,680051,315,0,1122,583,51,27,0,544419,27,21,949,383,2522,0,0,64,32614,6371
Season 15,Soldier 76,Damage,98,6,278,116462,52,28,190,92,7,4,15165,93669,4,12,185,66,454,0,9116,5,5530,821
Season 15,Sombra,Damage,483,50,2131,339274,228,0,754,271,31,13,22530,288965,13,18,857,241,2432,272,0,36,23390,3749
Season 15,Symmetra,Damage,190,0,0,153448,65,0,303,113,13,9,1700,123476,9,13,335,86,873,0,0,14,8054,1611
Season 15,Torbjörn,Damage,2,2,11,10331,4,0,7,5,1,0,0,8377,0,5,0,1,0,0,0,2,452,109
Season 15,Tracer,Damage,8,3,336,16708,15,0,22,14,2,0,0,14836,0,5,60,12,65,0,1969,2,1275,76
Season 15,Venture,Damage,38,0,0,29169,25,0,64,24,4,3,0,25713,3,8,126,17,157,0,0,4,2294,242
Season 15,Widowmaker,Damage,45,41,124,41481,36,0,104,59,5,3,0,36407,3,9,8,23,206,0,0,17,3439,508
Season 15,Winston,Tank,79,0,0,62502,21,0,128,49,5,3,1744,53620,3,16,217,34,675,0,0,5,2899,712
Season 15,Wrecking Ball,Tank,2,0,16,1491,3,0,2,0,0,0,0,1261,0,1,10,0,10,0,0,0,108,0
Season 15,Zarya,Tank,19,0,0,30221,10,16,46,27,1,1,0,22178,1,13,128,19,385,1,0,2,1084,220
Season 15,Zenyatta,Support,8,0,10,6570,6,9,10,2,1,0,6732,5021,0,4,7,2,96,7,200,1,480,117
Season 16,Ana,Support,90,0,0,55088,60,144,114,24,11,5,126285,42415,5,9,108,44,1307,76,2409,2,8148,1327
Season 16,Ashe,Damage,131,37,280,202732,103,0,275,144,14,6,0,173665,6,18,212,85,1302,0,0,18,10243,1724
Season 16,Baptiste,Support,31,3,50,13174,16,88,50,19,4,3,48213,11693,3,7,30,16,222,12,2634,0,2435,464
Season 16,Bastion,Damage,19,0,16,23130,8,0,32,13,1,1,0,17324,1,14,11,8,163,0,0,1,906,268
Season 16,Brigitte,Support,32,0,0,27134,34,119,49,17,8,5,53996,20648,5,8,170,18,242,23,5804,1,3539,293
Season 16,Cassidy,Damage,265,54,370,326603,200,0,569,304,32,17,3423,279049,17,18,966,221,2042,0,0,43,19063,3109
Season 16,Echo,Damage,0,0,2,549,1,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,54,0
Season 16,Freja,Damage,0,0,0,2125,2,0,1,1,0,0,0,1885,0,1,5,0,11,0,0,0,232,0
Season 16,Genji,Damage,12,0,21,9620,8,0,19,7,1,1,298,8150,1,6,27,3,37,0,0,0,644,66
Season 16,Hanzo,Damage,44,23,48,53357,22,0,94,50,4,2,0,41722,2,17,38,26,210,0,0,8,2880,540
Season 16,Illari,Support,11,1,15,4588,3,0,19,8,1,1,11846,4320,1,9,1,6,1,1,676,2,647,75
Season 16,Juno,Support,85,0,0,33174,38,0,109,24,7,4,84066,24181,4,11,271,35,473,0,0,3,5104,657
Season 16,Kiriko,Support,55,13,68,40719,63,173,89,34,12,5,115029,29967,5,6,393,32,746,60,0,5,7134,1003
Season 16,Lifeweaver,Support,5,0,22,811,4,13,6,1,1,1,10555,811,1,6,2,2,2,0,749,0,572,30
Season 16,Lúcio,Support,16,1,45,13302,17,28,32,15,3,1,16906,9740,1,7,136,9,162,16,3925,0,1560,271
Season 16,Mei,Damage,24,0,0,80988,16,0,36,12,2,1,2101,23720,1,7,64,11,219,15,2101,1,1699,229
Season 16,Mercy,Support,1,0,3,160,12,31,1,0,2,0,25502,160,0,1,19,0,28,9,1670,0,1401,213
Season 16,Moira,Support,50,0,0,39306,33,72,74,24,5,2,55052,35026,2,8,201,31,240,0,11774,2,3288,383
Season 16,Pharah,Damage,11,0,0,22464,12,0,29,18,2,1,0,19142,1,7,22,7,59,0,0,1,1105,195
Season 16,Reaper,Damage,19,4,249,14061,4,0,38,19,2,2,2265,11710,2,11,77,11,169,0,2265,1,843,202
Season 16,Sojourn,Damage,167,7,1062,193612,119,0,323,156,17,7,0,161654,7,13,439,86,1312,0,0,22,11215,1675
Season 16,Soldier 76,Damage,102,11,367,102742,57,34,192,90,8,4,15339,95322,4,11,74,44,278,0,9319,9,5846,858
Season 16,Sombra,Damage,16,2,80,11614,10,0,28,12,1,1,260,10564,1,14,26,12,30,10,0,0,764,95
Season 16,Symmetra,Damage,43,0,0,46699,32,0,77,34,4,2,107,42106,2,9,164,28,544,0,0,3,3007,589
Season 16,Tracer,Damage,124,9,1417,89751,53,0,210,86,11,6,0,76071,6,13,528,74,606,0,9895,19,6681,1015
Season 16,Venture,Damage,3,0,0,1590,2,0,4,1,0,0,0,1438,0,3,25,3,27,0,0,0,177,9
Season 16,Widowmaker,Damage,5,4,10,5316,8,0,13,8,1,1,0,5107,1,6,1,2,5,0,0,3,606,55
Season 16,Zenyatta,Support,0,0,0,538,1,0,0,0,0,0,382,538,0,0,0,0,0,0,0,0,44,0
Season 17,Ana,Support,71,0,0,31958,39,120,88,17,8,6,82835,23113,6,9,49,25,641,62,1417,4,5325,613
Season 17,Ashe,Damage,118,18,157,129797,75,0,231,113,11,5,0,114929,5,11,159,80,989,0,0,9,7169,1090
Season 17,Baptiste,Support,17,1,21,8536,14,34,20,3,2,1,20370,5984,1,6,13,7,73,2,1079,0,1486,67
Season 17,Bastion,Damage,7,0,26,10316,1,0,15,8,1,1,0,8901,1,11,5,2,5,0,0,0,393,98
Season 17,Brigitte,Support,19,0,0,16526,25,67,34,15,2,1,36506,12440,1,6,118,13,306,16,3750,0,2252,267
Season 17,Cassidy,Damage,85,15,113,104064,69,0,160,75,10,4,1233,88327,4,13,247,72,496,0,0,13,6091,877
Season 17,D.Va,Tank,4,1,272,7762,4,0,9,5,1,0,869,6575,0,5,29,4,58,0,0,0,398,105
Season 17,Doomfist,Tank,53,11,638,56019,32,0,121,68,5,2,1951,48006,2,19,304,47,424,0,0,15,3296,674
Season 17,Genji,Damage,3,1,3,2317,4,0,4,1,0,0,0,1623,0,2,10,0,13,0,0,0,209,0
Season 17,Hanzo,Damage,9,5,13,16535,10,0,21,12,1,0,0,9251,0,4,3,1,85,0,0,3,989,83
Season 17,Hazard,Tank,1,0,0,6205,2,0,3,2,0,0,0,2708,0,2,20,0,20,0,0,0,192,0
Season 17,Illari,Support,5,0,4,2790,0,0,6,1,0,0,3466,1756,0,6,1,2,1,0,240,0,240,15
Season 17,Junker Queen,Tank,4,1,62,5005,5,0,7,3,0,0,672,4709,0,3,24,3,30,0,629,0,286,36
Season 17,Junkrat,Damage,25,0,0,30073,14,0,43,18,2,2,0,21856,2,7,29,9,46,13,0,3,1518,193
Season 17,Juno,Support,21,0,0,7109,7,0,24,3,1,1,18692,4426,1,9,4,10,41,0,0,0,923,132
Season 17,Kiriko,Support,1,0,0,917,0,14,4,3,0,0,4079,197,0,4,23,2,23,0,0,0,202,22
Season 17,Lifeweaver,Support,5,1,53,3306,13,41,9,4,2,0,25488,2029,0,3,10,2,88,0,1775,1,1482,79
Season 17,Lúcio,Support,89,3,104,39818,52,108,117,25,9,5,56809,33763,5,10,209,32,279,84,10427,1,5107,435
Season 17,Mei,Damage,9,0,0,19895,3,0,14,5,1,0,476,4868,0,7,14,3,14,4,476,2,428,65
Season 17,Mercy,Support,6,0,0,20,1,5,0,0,0,0,2370,20,0,0,1,0,13,2,15,0,177,53
Season 17,Moira,Support,21,0,0,8442,9,26,24,3,2,1,21117,7995,1,8,45,8,69,0,2896,0,965,106
Season 17,Pharah,Damage,5,0,0,11352,6,0,14,9,1,0,0,10412,0,9,1,0,3,0,0,1,635,57
Season 17,Ramattra,Tank,23,1,302,37723,10,0,46,23,1,0,2417,30023,0,12,184,20,346,5,0,1,1419,371
Season 17,Reaper,Damage,22,1,304,18229,13,0,34,12,2,1,2081,12068,1,8,71,14,267,0,2081,2,1223,97
Season 17,Reinhardt,Tank,1,0,0,4543,4,0,7,6,0,0,0,4543,0,5,14,3,14,0,0,0,260,35
Season 17,Roadhog,Tank,3,1,57,5533,3,0,5,2,0,0,2702,3655,0,5,7,2,12,0,2702,0,229,30
Season 17,Sigma,Tank,10,0,0,10190,3,0,16,6,2,1,0,8518,1,15,32,6,68,5,0,0,493,111
Season 17,Sojourn,Damage,54,4,222,50183,23,0,88,34,4,0,0,38684,0,12,57,29,187,0,0,4,2592,402
Season 17,Soldier 76,Damage,16,7,61,20863,9,4,30,14,2,1,2504,15328,1,7,6,10,41,0,2128,2,968,118
Season 17,Sombra,Damage,8,1,92,18037,16,0,17,9,2,0,655,16816,0,4,38,6,60,9,0,3,1531,112
Season 17,Symmetra,Damage,39,0,0,36761,12,0,67,28,3,2,563,25175,2,14,57,14,272,0,0,2,1836,385
Season 17,Tracer,Damage,63,8,762,41067,34,0,100,37,7,3,0,34375,3,9,127,27,164,0,4429,6,3419,306
Season 17,Venture,Damage,25,0,0,22342,14,0,42,16,2,1,0,20304,1,6,89,15,110,0,0,1,1430,206
Season 17,Widowmaker,Damage,1,1,1,1008,0,0,3,2,0,0,0,1008,0,3,1,2,1,0,0,0,107,0
Season 17,Winston,Tank,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
